Place Name,Median Home Value,Median Rent,Median Household Income,Total Population,Educational Attainment (Total),Labor Force Participation,Total Housing Units,Occupied Units,Vacant Units,Owner-Occupied Units,state,place
"Eton city, Georgia",185800.0,958.0,85313.0,1574.0,950.0,19.0,435.0,412.0,23.0,364.0,13,27932
"Euharlee city, Georgia",204600.0,1273.0,92766.0,4258.0,2847.0,102.0,1403.0,1403.0,0.0,1244.0,13,27988
"Eulonia CDP, Georgia",214500.0,-666666666.0,-666666666.0,567.0,444.0,0.0,171.0,164.0,7.0,164.0,13,28016
"Evans CDP, Georgia",314100.0,1470.0,125325.0,37456.0,25193.0,992.0,13332.0,11582.0,1750.0,10308.0,13,28044
"Everett CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,54.0,34.0,0.0,34.0,34.0,0.0,12.0,13,28100
"Experiment CDP, Georgia",78100.0,897.0,28955.0,2578.0,1747.0,66.0,1203.0,1113.0,90.0,700.0,13,28296
"Faceville CDP, Georgia",-666666666.0,781.0,37031.0,151.0,93.0,10.0,69.0,55.0,14.0,36.0,13,28324
"Fairburn city, Georgia",213000.0,1428.0,67245.0,16469.0,9700.0,448.0,5847.0,5697.0,150.0,3225.0,13,28380
"Fairfield Plantation CDP, Georgia",275000.0,1407.0,96063.0,6464.0,3775.0,98.0,2292.0,2162.0,130.0,1902.0,13,28440
"Fairmount city, Georgia",101000.0,1081.0,61042.0,1213.0,821.0,19.0,517.0,437.0,80.0,271.0,13,28492
"Fair Oaks CDP, Georgia",193800.0,1101.0,57582.0,9614.0,5707.0,365.0,3375.0,3189.0,186.0,1226.0,13,28520
"Fairplay CDP, Georgia",227100.0,-666666666.0,94571.0,1234.0,948.0,0.0,512.0,512.0,0.0,451.0,13,28548
"Fairview CDP, Georgia",153300.0,786.0,48902.0,5718.0,4226.0,72.0,2918.0,2348.0,570.0,1950.0,13,28632
"Fargo city, Georgia",73100.0,619.0,68960.0,460.0,370.0,1.0,337.0,242.0,95.0,198.0,13,28744
"Fayetteville city, Georgia",299500.0,1418.0,79865.0,19010.0,13408.0,530.0,7576.0,7402.0,174.0,5243.0,13,28968
"Fitzgerald city, Georgia",95200.0,631.0,32500.0,8972.0,5862.0,245.0,4243.0,3778.0,465.0,1769.0,13,29528
"Flemington city, Georgia",226200.0,1250.0,99063.0,1202.0,736.0,21.0,390.0,333.0,57.0,266.0,13,30088
"Flovilla city, Georgia",179400.0,1034.0,-666666666.0,1165.0,795.0,53.0,507.0,475.0,32.0,412.0,13,30312
"Flowery Branch city, Georgia",369700.0,1448.0,93684.0,9700.0,6598.0,105.0,3877.0,3516.0,361.0,2502.0,13,30340
"Folkston city, Georgia",72000.0,725.0,36712.0,4544.0,3612.0,320.0,1513.0,1404.0,109.0,731.0,13,30424
"Forest Park city, Georgia",95900.0,1042.0,41837.0,19619.0,12033.0,774.0,7619.0,7021.0,598.0,2528.0,13,30536
"Forsyth city, Georgia",175100.0,834.0,63396.0,4549.0,3362.0,141.0,2218.0,2018.0,200.0,1190.0,13,30732
"Fort Gaines city, Georgia",62900.0,353.0,36161.0,1035.0,562.0,35.0,550.0,347.0,203.0,119.0,13,30816
"Fort Oglethorpe city, Georgia",163800.0,884.0,49789.0,10203.0,7742.0,278.0,5256.0,4751.0,505.0,2361.0,13,30956
"Fort Stewart CDP, Georgia",-666666666.0,1437.0,48538.0,9324.0,3250.0,239.0,2868.0,2390.0,478.0,4.0,13,31068
"Fort Valley city, Georgia",109400.0,703.0,31807.0,8821.0,4944.0,339.0,4120.0,3118.0,1002.0,1299.0,13,31096
"Franklin city, Georgia",303800.0,438.0,32500.0,938.0,688.0,13.0,538.0,436.0,102.0,133.0,13,31292
"Franklin Springs city, Georgia",161400.0,840.0,60417.0,1040.0,515.0,6.0,307.0,271.0,36.0,172.0,13,31320
"Funston city, Georgia",91000.0,933.0,56563.0,838.0,522.0,0.0,306.0,255.0,51.0,190.0,13,31684
"Gainesville city, Georgia",296400.0,1167.0,64163.0,42780.0,26593.0,890.0,17217.0,14965.0,2252.0,6490.0,13,31908
"Garden City city, Georgia",143800.0,1046.0,46063.0,10352.0,6747.0,452.0,4580.0,4129.0,451.0,1513.0,13,32048
"Gardi CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,36.0,26.0,0.0,20.0,20.0,0.0,9.0,13,32132
"Garfield city, Georgia",90400.0,-666666666.0,60368.0,205.0,133.0,19.0,97.0,73.0,24.0,45.0,13,32188
"Gay town, Georgia",231300.0,-666666666.0,86250.0,122.0,106.0,1.0,68.0,62.0,6.0,45.0,13,32384
"Geneva town, Georgia",-666666666.0,-666666666.0,76111.0,140.0,119.0,0.0,64.0,62.0,2.0,55.0,13,32412
"Georgetown CDP, Georgia",232700.0,1336.0,70640.0,12490.0,8448.0,410.0,5576.0,5046.0,530.0,2599.0,13,32482
"Georgetown-Quitman County unified government, Georgia",85800.0,740.0,38889.0,2180.0,1690.0,161.0,1715.0,958.0,757.0,773.0,13,32528
"Gibson city, Georgia",93000.0,675.0,34050.0,898.0,659.0,8.0,347.0,297.0,50.0,109.0,13,32748
"Gillsville city, Georgia",250000.0,943.0,69000.0,286.0,195.0,2.0,105.0,96.0,9.0,84.0,13,32860
"Girard town, Georgia",73100.0,-666666666.0,58309.0,202.0,134.0,1.0,117.0,61.0,56.0,56.0,13,32916
"Glenn CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,9.0,9.0,0.0,9.0,9.0,0.0,9.0,13,33280
"Glennville city, Georgia",155600.0,574.0,47227.0,5204.0,3926.0,142.0,1828.0,1471.0,357.0,818.0,13,33336
"Glenwood city, Georgia",94700.0,334.0,21250.0,739.0,275.0,1.0,244.0,115.0,129.0,40.0,13,33392
"Godfrey CDP, Georgia",-666666666.0,-666666666.0,112950.0,133.0,63.0,0.0,41.0,41.0,0.0,10.0,13,33672
"Good Hope city, Georgia",247100.0,1136.0,72188.0,365.0,239.0,0.0,164.0,153.0,11.0,129.0,13,33896
"Gordon city, Georgia",86700.0,548.0,32083.0,2107.0,1360.0,61.0,934.0,774.0,160.0,508.0,13,33980
"Gough CDP, Georgia",-666666666.0,-666666666.0,14091.0,115.0,107.0,0.0,147.0,96.0,51.0,35.0,13,34176
"Graham city, Georgia",59700.0,819.0,32222.0,672.0,252.0,10.0,141.0,126.0,15.0,105.0,13,34260
"Grantville city, Georgia",165900.0,1356.0,81815.0,3175.0,2020.0,56.0,1189.0,1075.0,114.0,836.0,13,34428
"Gray city, Georgia",180000.0,759.0,61136.0,3415.0,2326.0,50.0,1281.0,1188.0,93.0,882.0,13,34512
"Grayson city, Georgia",396500.0,2136.0,121421.0,4572.0,2684.0,34.0,1209.0,1209.0,0.0,1138.0,13,34596
"Greensboro city, Georgia",133300.0,697.0,42534.0,3573.0,2416.0,167.0,1630.0,1526.0,104.0,957.0,13,34876
"Greenville city, Georgia",97700.0,834.0,53092.0,1088.0,775.0,55.0,497.0,419.0,78.0,188.0,13,35016
"Gresham Park CDP, Georgia",242600.0,1420.0,66071.0,7816.0,6142.0,187.0,3549.0,3106.0,443.0,2018.0,13,35240
"Griffin city, Georgia",185500.0,1026.0,42047.0,23485.0,15505.0,587.0,10580.0,9868.0,712.0,3739.0,13,35324
"Grovetown city, Georgia",201900.0,1301.0,67222.0,16049.0,10350.0,74.0,6227.0,4670.0,1557.0,2782.0,13,35716
"Gumbranch city, Georgia",96100.0,650.0,88750.0,648.0,238.0,4.0,173.0,142.0,31.0,111.0,13,35800
"Gumlog CDP, Georgia",152100.0,693.0,63735.0,2212.0,1915.0,49.0,1486.0,910.0,576.0,762.0,13,35814
"Guyton city, Georgia",184500.0,1007.0,75625.0,2405.0,1405.0,189.0,789.0,698.0,91.0,529.0,13,35884
"Hagan city, Georgia",150400.0,905.0,63750.0,1444.0,741.0,55.0,577.0,520.0,57.0,169.0,13,36024
"Hahira city, Georgia",144200.0,1149.0,67143.0,3361.0,1716.0,76.0,1046.0,1046.0,0.0,741.0,13,36052
"Hamilton city, Georgia",256500.0,880.0,86607.0,1946.0,1134.0,58.0,590.0,577.0,13.0,440.0,13,36220
"Hampton city, Georgia",224900.0,1243.0,67808.0,8244.0,4770.0,131.0,2551.0,2410.0,141.0,1681.0,13,36276
"Hannahs Mill CDP, Georgia",127600.0,783.0,52069.0,3632.0,2316.0,8.0,1442.0,1226.0,216.0,937.0,13,36416
"Hapeville city, Georgia",209200.0,1293.0,62117.0,6566.0,4417.0,251.0,3235.0,2908.0,327.0,1554.0,13,36472
"Haralson town, Georgia",189900.0,1141.0,-666666666.0,236.0,181.0,5.0,105.0,101.0,4.0,71.0,13,36528
"Hardwick CDP, Georgia",81600.0,695.0,34587.0,3202.0,2382.0,61.0,2130.0,1430.0,700.0,947.0,13,36668
"Harlem city, Georgia",211700.0,-666666666.0,51855.0,3682.0,2190.0,63.0,1367.0,1241.0,126.0,802.0,13,36696
"Harrison town, Georgia",79200.0,795.0,32569.0,345.0,264.0,4.0,186.0,150.0,36.0,87.0,13,36920
"Hartwell city, Georgia",152900.0,774.0,46875.0,4481.0,3290.0,7.0,2104.0,1850.0,254.0,985.0,13,37144
"Hawkinsville city, Georgia",125500.0,843.0,36042.0,4007.0,2569.0,47.0,1523.0,1386.0,137.0,572.0,13,37396
"Hazlehurst city, Georgia",130300.0,652.0,35208.0,4075.0,2528.0,155.0,1688.0,1478.0,210.0,782.0,13,37564
"Helen city, Georgia",328600.0,746.0,74375.0,505.0,387.0,5.0,598.0,241.0,357.0,152.0,13,37788
"Henderson CDP, Georgia",292900.0,1331.0,69646.0,3005.0,2223.0,107.0,1396.0,1274.0,122.0,790.0,13,37910
"Hephzibah city, Georgia",154200.0,1070.0,63836.0,3869.0,2704.0,198.0,1478.0,1289.0,189.0,849.0,13,38040
"Heron Bay CDP, Georgia",325000.0,-666666666.0,123750.0,3899.0,2420.0,110.0,1399.0,1192.0,207.0,1116.0,13,38105
"Hiawassee city, Georgia",322000.0,862.0,40917.0,1140.0,918.0,0.0,885.0,515.0,370.0,239.0,13,38124
"Hickox CDP, Georgia",178700.0,-666666666.0,-666666666.0,382.0,255.0,0.0,135.0,135.0,0.0,58.0,13,38292
"Higgston town, Georgia",87500.0,935.0,32196.0,355.0,259.0,15.0,170.0,151.0,19.0,79.0,13,38348
"Hilltop CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,211.0,127.0,11.0,99.0,65.0,34.0,49.0,13,38866
"Hiltonia town, Georgia",55800.0,546.0,40750.0,456.0,373.0,32.0,152.0,102.0,50.0,73.0,13,38920
"Hinesville city, Georgia",156000.0,1147.0,54447.0,34732.0,20585.0,1246.0,14626.0,12829.0,1797.0,5732.0,13,38964
"Hiram city, Georgia",205900.0,1787.0,81055.0,4911.0,3141.0,44.0,1917.0,1725.0,192.0,1130.0,13,39076
"Hoboken city, Georgia",138400.0,-666666666.0,71154.0,858.0,526.0,3.0,305.0,282.0,23.0,224.0,13,39216
"Hogansville city, Georgia",147200.0,940.0,44712.0,3240.0,2283.0,15.0,1517.0,1331.0,186.0,670.0,13,39244
"Holly Springs city, Georgia",377600.0,1692.0,108332.0,16675.0,11046.0,284.0,6345.0,6013.0,332.0,4564.0,13,39524
"Homeland city, Georgia",55500.0,735.0,52222.0,1155.0,809.0,12.0,376.0,304.0,72.0,204.0,13,39692
"Homer town, Georgia",240700.0,991.0,73542.0,1659.0,961.0,35.0,643.0,574.0,69.0,343.0,13,39720
"Homerville city, Georgia",82600.0,564.0,29815.0,2049.0,1304.0,10.0,1084.0,746.0,338.0,399.0,13,39748
"Hortense CDP, Georgia",173600.0,-666666666.0,191615.0,352.0,176.0,0.0,82.0,63.0,19.0,51.0,13,40028
"Hoschton city, Georgia",305700.0,1051.0,87021.0,3099.0,2047.0,16.0,1238.0,1124.0,114.0,892.0,13,40056
"Howard CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,40196
"Hull city, Georgia",267900.0,636.0,-666666666.0,205.0,116.0,3.0,81.0,68.0,13.0,33.0,13,40532
"Ideal city, Georgia",52800.0,706.0,21800.0,625.0,350.0,11.0,237.0,182.0,55.0,93.0,13,40812
"Ila city, Georgia",182300.0,850.0,55625.0,406.0,266.0,10.0,158.0,137.0,21.0,97.0,13,40840
"Indian Springs CDP, Georgia",170600.0,-666666666.0,82784.0,1983.0,1412.0,31.0,769.0,698.0,71.0,660.0,13,41036
"Iron City town, Georgia",94400.0,664.0,40568.0,322.0,247.0,6.0,172.0,143.0,29.0,126.0,13,41344
"Irondale CDP, Georgia",156000.0,1440.0,53598.0,8305.0,4865.0,207.0,3032.0,2755.0,277.0,1780.0,13,41347
"Irwinton city, Georgia",89000.0,840.0,33929.0,572.0,423.0,35.0,267.0,204.0,63.0,151.0,13,41400
"Isle of Hope CDP, Georgia",417800.0,-666666666.0,96934.0,2137.0,1549.0,18.0,1011.0,961.0,50.0,931.0,13,41484
"Ivey city, Georgia",57700.0,709.0,40938.0,1060.0,670.0,41.0,434.0,371.0,63.0,307.0,13,41540
"Jackson city, Georgia",147300.0,826.0,43824.0,5497.0,3630.0,132.0,1833.0,1692.0,141.0,860.0,13,41596
"Jacksonville city, Georgia",44300.0,-666666666.0,34375.0,103.0,78.0,0.0,44.0,24.0,20.0,20.0,13,41708
"Jakin city, Georgia",205900.0,681.0,49318.0,235.0,169.0,0.0,127.0,94.0,33.0,58.0,13,41792
"Jasper city, Georgia",246200.0,956.0,43192.0,4177.0,2614.0,17.0,1753.0,1552.0,201.0,693.0,13,41932
"Jefferson city, Georgia",313100.0,1059.0,95850.0,13496.0,8637.0,144.0,4612.0,4275.0,337.0,3424.0,13,41988
"Jeffersonville city, Georgia",90700.0,632.0,40500.0,968.0,671.0,0.0,453.0,294.0,159.0,179.0,13,42100
"Jekyll Island CDP, Georgia",518400.0,1450.0,72689.0,946.0,946.0,0.0,1283.0,561.0,722.0,452.0,13,42128
"Jenkinsburg city, Georgia",192000.0,1075.0,71912.0,303.0,243.0,7.0,141.0,132.0,9.0,113.0,13,42156
"Jersey city, Georgia",252900.0,883.0,36736.0,164.0,95.0,0.0,63.0,59.0,4.0,34.0,13,42184
"Jesup city, Georgia",148300.0,762.0,53096.0,9820.0,6741.0,247.0,4441.0,3957.0,484.0,2344.0,13,42268
"Johns Creek city, Georgia",525100.0,1944.0,153882.0,82230.0,55587.0,1563.0,29638.0,28439.0,1199.0,22423.0,13,42425
"Jonesboro city, Georgia",123600.0,988.0,33621.0,4415.0,3067.0,79.0,1360.0,1260.0,100.0,400.0,13,42604
"Juliette CDP, Georgia",175300.0,-666666666.0,-666666666.0,242.0,141.0,0.0,89.0,89.0,0.0,89.0,13,42772
"Junction City town, Georgia",-666666666.0,539.0,45000.0,409.0,282.0,9.0,122.0,116.0,6.0,83.0,13,42800
"Kennesaw city, Georgia",262000.0,1673.0,81467.0,33360.0,22047.0,1024.0,13871.0,13046.0,825.0,8543.0,13,43192
"Kennesaw State University CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,2642.0,20.0,124.0,0.0,0.0,0.0,0.0,13,43210
"Keysville city, Georgia",80400.0,680.0,42813.0,403.0,323.0,0.0,154.0,111.0,43.0,83.0,13,43360
"Kings Bay Base CDP, Georgia",-666666666.0,1297.0,70625.0,2449.0,919.0,41.0,747.0,675.0,72.0,0.0,13,43580
"Kingsland city, Georgia",206300.0,1125.0,73839.0,18563.0,11912.0,296.0,7106.0,6561.0,545.0,4537.0,13,43640
"Kingston city, Georgia",82300.0,839.0,50000.0,774.0,536.0,35.0,304.0,276.0,28.0,201.0,13,43668
"Kite city, Georgia",-666666666.0,534.0,28906.0,199.0,164.0,0.0,125.0,95.0,30.0,67.0,13,43892
"Knoxville CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,108.0,80.0,0.0,13.0,13.0,0.0,13.0,13,44060
"LaFayette city, Georgia",121000.0,751.0,30284.0,6929.0,4862.0,143.0,3052.0,2851.0,201.0,1322.0,13,44312
"LaGrange city, Georgia",148500.0,962.0,41030.0,31173.0,20241.0,780.0,13586.0,12131.0,1455.0,5027.0,13,44340
"Lake City city, Georgia",144400.0,1118.0,62941.0,2916.0,2053.0,29.0,961.0,906.0,55.0,430.0,13,44508
"Lakeland city, Georgia",134500.0,795.0,28920.0,2928.0,1784.0,1.0,1222.0,1017.0,205.0,413.0,13,44592
"Lake Park city, Georgia",229800.0,749.0,-666666666.0,980.0,566.0,5.0,433.0,337.0,96.0,168.0,13,44704
"Lakeview CDP, Georgia",124900.0,963.0,54792.0,4664.0,3352.0,81.0,2057.0,1853.0,204.0,1207.0,13,44900
"Lakeview Estates CDP, Georgia",45900.0,633.0,43219.0,2714.0,1771.0,39.0,775.0,669.0,106.0,151.0,13,44956
"Lavonia city, Georgia",201500.0,755.0,33056.0,2617.0,1485.0,105.0,1154.0,938.0,216.0,433.0,13,45460
"Lawrenceville city, Georgia",286400.0,1341.0,55608.0,30465.0,18876.0,980.0,11429.0,10762.0,667.0,5141.0,13,45488
"Leary city, Georgia",50000.0,755.0,35385.0,373.0,329.0,0.0,283.0,198.0,85.0,146.0,13,45600
"Leesburg city, Georgia",165900.0,1145.0,55417.0,3465.0,2056.0,306.0,1419.0,1308.0,111.0,645.0,13,45768
"Lenox town, Georgia",74500.0,682.0,28977.0,887.0,561.0,29.0,412.0,348.0,64.0,209.0,13,45936
"Leslie city, Georgia",87800.0,1000.0,51688.0,525.0,314.0,9.0,252.0,171.0,81.0,130.0,13,46020
"Lexington city, Georgia",162500.0,779.0,70625.0,410.0,183.0,1.0,128.0,115.0,13.0,66.0,13,46188
"Lilburn city, Georgia",257500.0,1464.0,61347.0,14741.0,9090.0,304.0,5078.0,4791.0,287.0,2807.0,13,46356
"Lilly city, Georgia",83300.0,584.0,24688.0,144.0,83.0,6.0,81.0,57.0,24.0,36.0,13,46384
"Lincoln Park CDP, Georgia",-666666666.0,760.0,46116.0,739.0,582.0,0.0,567.0,399.0,168.0,278.0,13,46524
"Lincolnton city, Georgia",185200.0,680.0,38681.0,1876.0,1378.0,10.0,795.0,755.0,40.0,438.0,13,46552
"Lindale CDP, Georgia",110300.0,1047.0,39472.0,4568.0,2957.0,121.0,1933.0,1675.0,258.0,920.0,13,46580
"Lithia Springs CDP, Georgia",171600.0,1230.0,50694.0,16020.0,9808.0,369.0,7333.0,6727.0,606.0,2863.0,13,46832
"Lithonia city, Georgia",166500.0,1086.0,45431.0,2614.0,1583.0,103.0,1148.0,984.0,164.0,281.0,13,46860
"Locust Grove city, Georgia",193800.0,1252.0,67143.0,9367.0,5969.0,420.0,3233.0,2950.0,283.0,2339.0,13,47140
"Loganville city, Georgia",268700.0,1448.0,77750.0,14287.0,9334.0,328.0,5096.0,4736.0,360.0,3243.0,13,47196
"Lone Oak town, Georgia",-666666666.0,-666666666.0,-666666666.0,182.0,105.0,0.0,68.0,51.0,17.0,50.0,13,47252
"Lookout Mountain city, Georgia",451200.0,1133.0,145625.0,1793.0,1126.0,30.0,649.0,579.0,70.0,516.0,13,47336
"Louisville city, Georgia",122000.0,610.0,43194.0,2704.0,1782.0,31.0,1143.0,977.0,166.0,549.0,13,47560
"Lovejoy city, Georgia",192700.0,1522.0,59184.0,10429.0,5348.0,265.0,3293.0,3053.0,240.0,1931.0,13,47616
"Ludowici city, Georgia",180600.0,-666666666.0,26944.0,2137.0,1279.0,36.0,844.0,744.0,100.0,329.0,13,47784
"Lula city, Georgia",187900.0,1147.0,60174.0,2880.0,1912.0,31.0,1131.0,1050.0,81.0,704.0,13,47896
"Lumber City city, Georgia",-666666666.0,471.0,31429.0,1127.0,680.0,28.0,463.0,290.0,173.0,149.0,13,47952
"Lumpkin city, Georgia",45300.0,-666666666.0,31250.0,776.0,594.0,0.0,515.0,420.0,95.0,241.0,13,47980
"Luthersville city, Georgia",153600.0,946.0,52917.0,792.0,572.0,10.0,355.0,285.0,70.0,118.0,13,48008
"Lyerly town, Georgia",91300.0,843.0,50250.0,548.0,371.0,15.0,214.0,198.0,16.0,149.0,13,48092
"Lyons city, Georgia",123000.0,485.0,29037.0,4219.0,2996.0,75.0,2339.0,1737.0,602.0,1007.0,13,48232
"Mableton CDP, Georgia",278300.0,1339.0,79069.0,41647.0,28274.0,1562.0,16355.0,15054.0,1301.0,11222.0,13,48288
"McCaysville city, Georgia",135500.0,738.0,43553.0,1639.0,1135.0,3.0,846.0,764.0,82.0,462.0,13,48428
"McDonough city, Georgia",246800.0,1441.0,77804.0,29134.0,17564.0,980.0,10410.0,9695.0,715.0,4836.0,13,48624
"McIntyre town, Georgia",84700.0,760.0,49773.0,718.0,459.0,0.0,320.0,252.0,68.0,203.0,13,48848
"Macon-Bibb County, Georgia",155200.0,967.0,48897.0,156554.0,103131.0,5286.0,71828.0,59480.0,12348.0,31315.0,13,49008
"McRae-Helena city, Georgia",89300.0,621.0,-666666666.0,6338.0,4365.0,14.0,1843.0,1215.0,628.0,842.0,13,49100
"Madison city, Georgia",270200.0,1040.0,73965.0,4574.0,3396.0,19.0,2231.0,2094.0,137.0,876.0,13,49196
"Manassas city, Georgia",-666666666.0,-666666666.0,74167.0,82.0,73.0,0.0,52.0,32.0,20.0,23.0,13,49504
"Manchester city, Georgia",110800.0,1014.0,48301.0,3612.0,2139.0,85.0,1817.0,1458.0,359.0,677.0,13,49532
"Manor CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,116.0,60.0,0.0,26.0,26.0,0.0,26.0,13,49588
"Mansfield city, Georgia",179000.0,1442.0,71023.0,338.0,251.0,6.0,158.0,139.0,19.0,103.0,13,49616
"Marietta city, Georgia",376400.0,1372.0,67589.0,61387.0,40880.0,1154.0,26599.0,24403.0,2196.0,11284.0,13,49756
"Marshallville city, Georgia",64800.0,436.0,18839.0,1014.0,675.0,58.0,565.0,439.0,126.0,240.0,13,49924
"Martin town, Georgia",154200.0,888.0,41842.0,359.0,238.0,27.0,170.0,140.0,30.0,81.0,13,50008
"Martinez CDP, Georgia",211200.0,1157.0,80130.0,33773.0,23506.0,652.0,14214.0,11968.0,2246.0,8690.0,13,50036
"Matthews CDP, Georgia",-666666666.0,-666666666.0,41397.0,185.0,112.0,0.0,47.0,47.0,0.0,47.0,13,50176
"Maxeys town, Georgia",180600.0,-666666666.0,34972.0,482.0,332.0,6.0,227.0,215.0,12.0,206.0,13,50260
"Maysville town, Georgia",178400.0,745.0,57788.0,1665.0,1207.0,10.0,658.0,587.0,71.0,523.0,13,50484
"Meansville city, Georgia",160000.0,1150.0,43750.0,239.0,168.0,22.0,116.0,100.0,16.0,72.0,13,50596
"Meigs city, Georgia",68500.0,466.0,26667.0,934.0,553.0,54.0,424.0,330.0,94.0,200.0,13,50680
"Mendes CDP, Georgia",146600.0,-666666666.0,111477.0,227.0,172.0,0.0,131.0,103.0,28.0,87.0,13,50820
"Menlo city, Georgia",75000.0,550.0,33589.0,469.0,334.0,12.0,249.0,229.0,20.0,107.0,13,50848
"Mershon CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,16.0,16.0,0.0,6.0,6.0,0.0,6.0,13,50960
"Metter city, Georgia",151700.0,658.0,31786.0,3976.0,2920.0,93.0,1792.0,1628.0,164.0,760.0,13,51072
"Midville city, Georgia",55200.0,316.0,41875.0,423.0,251.0,25.0,218.0,167.0,51.0,110.0,13,51240
"Midway city, Georgia",213400.0,943.0,69750.0,2453.0,1523.0,76.0,972.0,817.0,155.0,539.0,13,51352
"Milan city, Georgia",63000.0,583.0,22188.0,649.0,492.0,33.0,454.0,281.0,173.0,185.0,13,51408
"Milledgeville city, Georgia",161200.0,840.0,40672.0,17021.0,9247.0,478.0,6661.0,5086.0,1575.0,1756.0,13,51492
"Millen city, Georgia",63200.0,690.0,34213.0,2973.0,2362.0,103.0,1512.0,1151.0,361.0,831.0,13,51520
"Millwood CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,58.0,15.0,0.0,76.0,15.0,61.0,0.0,13,51576
"Milner city, Georgia",178300.0,863.0,66125.0,616.0,422.0,10.0,291.0,262.0,29.0,178.0,13,51604
"Milstead CDP, Georgia",98300.0,-666666666.0,-666666666.0,810.0,555.0,33.0,197.0,197.0,0.0,169.0,13,51660
"Milton city, Georgia",642500.0,1765.0,142845.0,41029.0,27797.0,711.0,15704.0,15192.0,512.0,11236.0,13,51670
"Mineral Bluff CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,370.0,177.0,16.0,153.0,124.0,29.0,106.0,13,51744
"Mitchell town, Georgia",83600.0,-666666666.0,44896.0,127.0,97.0,1.0,77.0,61.0,16.0,59.0,13,51968
"Molena city, Georgia",96700.0,1200.0,37426.0,667.0,439.0,16.0,229.0,211.0,18.0,170.0,13,52108
"Monroe city, Georgia",189600.0,1100.0,45307.0,15036.0,8242.0,657.0,5024.0,4579.0,445.0,1575.0,13,52192
"Montezuma city, Georgia",81400.0,712.0,46315.0,3040.0,2138.0,79.0,1568.0,1185.0,383.0,741.0,13,52304
"Montgomery CDP, Georgia",393900.0,1317.0,88828.0,4606.0,3333.0,45.0,2102.0,1861.0,241.0,1527.0,13,52332
"Monticello city, Georgia",167800.0,996.0,41779.0,2593.0,1753.0,71.0,1167.0,1041.0,126.0,578.0,13,52416
"Montrose town, Georgia",91000.0,639.0,64500.0,398.0,265.0,22.0,125.0,110.0,15.0,93.0,13,52500
"Moody AFB CDP, Georgia",-666666666.0,975.0,-666666666.0,1506.0,586.0,0.0,381.0,381.0,0.0,0.0,13,52556
"Moreland town, Georgia",262100.0,1145.0,86250.0,608.0,398.0,11.0,217.0,209.0,8.0,175.0,13,52668
"Morgan city, Georgia",86900.0,517.0,38750.0,1832.0,1642.0,32.0,117.0,95.0,22.0,70.0,13,52696
"Morganton city, Georgia",211800.0,556.0,40417.0,288.0,211.0,6.0,129.0,111.0,18.0,79.0,13,52724
"Morrow city, Georgia",143700.0,1225.0,64890.0,6563.0,3636.0,325.0,1735.0,1571.0,164.0,911.0,13,53004
"Morven city, Georgia",82800.0,723.0,21750.0,587.0,348.0,28.0,226.0,187.0,39.0,91.0,13,53032
"Moultrie city, Georgia",135800.0,716.0,41228.0,14533.0,9299.0,557.0,6675.0,5745.0,930.0,2618.0,13,53060
"Mountain City town, Georgia",121300.0,840.0,43269.0,991.0,765.0,0.0,526.0,402.0,124.0,242.0,13,53116
"Mountain Park city, Georgia",323700.0,-666666666.0,130208.0,959.0,731.0,15.0,438.0,415.0,23.0,379.0,13,53172
"Mountain Park CDP, Georgia",278300.0,1757.0,92718.0,13334.0,9542.0,218.0,4754.0,4650.0,104.0,3908.0,13,53186
"Mount Airy town, Georgia",179700.0,675.0,72981.0,1373.0,653.0,2.0,421.0,365.0,56.0,306.0,13,53284
"Mount Vernon city, Georgia",90000.0,619.0,33788.0,2251.0,1175.0,130.0,820.0,618.0,202.0,358.0,13,53508
"Mount Zion city, Georgia",168600.0,1200.0,50786.0,2346.0,1512.0,45.0,805.0,776.0,29.0,567.0,13,53620
"Musella CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,125.0,125.0,46.0,10.0,10.0,0.0,0.0,13,54012
"Nahunta city, Georgia",57400.0,706.0,48542.0,1386.0,893.0,19.0,528.0,496.0,32.0,184.0,13,54124
"Nashville city, Georgia",87600.0,613.0,45500.0,4907.0,3394.0,138.0,2303.0,1808.0,495.0,957.0,13,54264
"Naylor CDP, Georgia",-666666666.0,-666666666.0,-666666666.0,39.0,39.0,0.0,53.0,29.0,24.0,23.0,13,54404
"Nelson city, Georgia",224200.0,993.0,66719.0,946.0,676.0,13.0,413.0,402.0,11.0,304.0,13,54572
"Newborn town, Georgia",156300.0,925.0,64028.0,643.0,486.0,38.0,297.0,245.0,52.0,192.0,13,54656
